price,price_liter,title,promotion,brand,container,volumen_unid,quantity_pack,image_url,supermarket,promotion_check,id,specials
1.06,3.21,cerveza de trigo y pomelo schöfferhofer botella de 33 centilitros,No promotion,schöfferhofer,botella,33 cl,1,https://www.alcampo.es/media/h7f/h4d/8898968944670.jpg,Alcampo,no,322,others
6.48,3.27,cervezas (estuche) red vintage 1906 6 uds. x 33 cl. + copa,No promotion,estrella galicia 1906 red,No specified,33 cl,1,https://www.alcampo.es/media/h5e/hde/9629438378014.jpg,Alcampo,no,323,others
2.68,7.65,cerveza sierra nevada pale ale 33 cl.,No promotion,sierra nevada,No specified,33 cl,1,https://www.alcampo.es/media/h34/hb0/9915961147422.jpg,Alcampo,no,324,others
1.21,2.42,cerveza intense gold 8.6 lata de 50 dl.,No promotion,intense gold,lata,50 cl,1,https://www.alcampo.es/media/h14/hd7/10441452748830.jpg,Alcampo,no,325,others
1.57,3.14,cerveza premium alemana schofferhofer 50 cl. ,No promotion,schöfferhofer,No specified,50 cl,1,https://www.alcampo.es/media/h7f/h83/9177636110366.jpg,Alcampo,no,326,others
0.97,2.93,cerveza manila san miguel 33 cl.,No promotion,san miguel manila,No specified,33 cl,1,https://www.alcampo.es/media/ha0/h1d/9435765571614.jpg,Alcampo,no,327,others
1.1,3.33,cerveza negra budejovicky budvar botella 33 cl.,No promotion,budejovicky,botella,33 cl,1,https://www.alcampo.es/media/h06/hb6/8896735215646.jpg,Alcampo,no,328,negra 
1.95,5.9,cerveza rubia brewdog dead pony club 33 cl.,No promotion,brewdog,No specified,33 cl,1,https://www.alcampo.es/media/h73/hb0/10518984785950.jpg,Alcampo,no,329,others
5.94,3.0,cerveza heineken pack de 6 uds. de 33 cl.,No promotion,heineken,No specified,33 cl,6,https://www.alcampo.es/media/h85/hae/9546849452062.jpg,Alcampo,no,330,others
1.98,3.96,cerveza ambar ale inglesa marston’s pedigree 50 cl.,No promotion,marston’s pedigree,No specified,50 cl,1,https://www.alcampo.es/media/ha3/hcd/10397004431390.jpg,Alcampo,no,331,others
1.66,5.03,cerveza rubia indie brewdog 33 cl.,No promotion,brewdog,No specified,33 cl,1,https://www.alcampo.es/media/hd9/h00/10519373250590.jpg,Alcampo,no,332,others
1.45,4.39,cerveza alemana lowenbrau botella 33 cl.,No promotion,lowenbrau,botella,33 cl,1,https://www.alcampo.es/media/h83/h8a/8896456359966.jpg,Alcampo,no,333,others
1.49,4.51,cerveza belga abbaye d'aulne blonde botella 33 cl.,No promotion,abbaye d'aulne,botella,33 cl,1,https://www.alcampo.es/media/hec/ha9/8878533902366.jpg,Alcampo,no,334,others
0.54,2.16,cervesa negra sin alcohol super bock 25 cl.,No promotion,super bock,No specified,25 cl,1,https://www.alcampo.es/media/h75/ha3/9177718390814.jpg,Alcampo,no,335,negra sin alcohol 
1.49,2.98,cerveza de trigo alemana de importación aventinus botella 50 cl.,No promotion,aventinus,botella,50 cl,1,https://www.alcampo.es/media/h16/h2f/9770119364638.jpg,Alcampo,no,336,others
1.69,5.12,cerveza morena artesanal la cibeles botella 33 cl.,No promotion,cibeles,botella,33 cl,1,https://www.alcampo.es/media/h43/h58/9823032082462.jpg,Alcampo,no,337,artesana 
2.99,1.99,cerveza sin alcohol 0.0% ambar premium pack 6 uds..x 25 cl. ,No promotion,"ambar sin alcohol (0,0%)",No specified,25 cl,6,https://www.alcampo.es/media/h6b/h28/9915996602398.jpg,Alcampo,no,338,sin alcohol 
4.14,2.09,cervezas tostada amstel oro pack de 6 uds de 33 cl (tercio),No promotion,amstel oro,No specified,33 cl,6,https://www.alcampo.es/media/hee/hc8/9546894475294.jpg,Alcampo,no,339,others
3.49,2.32,cerveza portuguesa rubia super bock 6 x 25 cl.,No promotion,super bock,No specified,25 cl,1,https://www.alcampo.es/media/h79/h24/9223934836766.jpg,Alcampo,no,340,others
1.47,4.45,cerveza artesana arriaca trigo lata de 33 cl.,No promotion,arriaca,lata,33 cl,1,https://www.alcampo.es/media/he6/h11/10358797205534.jpg,Alcampo,no,341,artesana 
1.49,2.98,cerveza alemana hefenweizen dunkel schöfferhofer 50 cl.,No promotion,schöfferhofer,No specified,50 cl,1,https://www.alcampo.es/media/h91/ha9/9399661428766.jpg,Alcampo,no,342,others
3.81,2.54,cervezas carlsberg pack de 6 botellines de 25 centilitros,No promotion,carlsberg,No specified,25 cl,6,https://www.alcampo.es/media/h64/h74/8952628150302.jpg,Alcampo,no,343,others
1.49,4.51,"cerveza belga, abbaye d'aulne, botella de 33 centilitros.",No promotion,abbaye d'aulne,botella,33 cl,1,https://www.alcampo.es/media/hcc/heb/8949448605726.jpg,Alcampo,no,344,others
1.2,3.63,cerveza de trigo maisel original 33 cl.,No promotion,maisel & friends,No specified,33 cl,1,https://www.alcampo.es/media/hc7/h7b/10422815981598.jpg,Alcampo,no,345,others
1.49,4.51,cerveza portuguesa tipo abadía super bock botella de 33 centilitros,No promotion,super bock,botella,33 cl,1,https://www.alcampo.es/media/h83/hf3/8892524724254.jpg,Alcampo,no,346,others
1.19,2.38,cerveza alemana bitburger 50 cl,No promotion,bitburger,No specified,50 cl,1,https://www.alcampo.es/media/h66/hd9/9035727274014.jpg,Alcampo,no,347,others
1.95,1.95,cerveza rubia heineken pack 4 uds. x 25 cl.,No promotion,heineken,No specified,25 cl,4,https://www.alcampo.es/media/h24/h32/10167119609886.jpg,Alcampo,no,348,others
6.36,1.6,cerveza con zumo natural de limón mahou radler pack 12 latas x 33 cl. ,No promotion,mahou radler,lata,33 cl,12,https://www.alcampo.es/media/hf7/he6/9242871463966.jpg,Alcampo,no,349,radler 
7.95,4.01,estuche cervezas degustación la sagra 6 uds. x 33 cl.,No promotion,la sagra,No specified,33 cl,1,https://www.alcampo.es/media/hf5/h1a/10448394027038.jpg,Alcampo,no,350,others
0.85,2.57,cerveza botella san miguel 1516 de 33 cl.,No promotion,san miguel 1516,botella,33 cl,1,https://www.alcampo.es/media/h64/h01/9492169621534.jpg,Alcampo,no,351,others
4.08,2.06,cerveza premium gran reserva cruzcampo pack 6 botellas x 33 cl.,No promotion,cruzcampo reserva,botella,33 cl,6,https://www.alcampo.es/media/h13/h83/9546868490270.jpg,Alcampo,no,352,others
